Id,Title,Action,Drama,Adventure,Sci-Fi,Fantasy,Comedy,Romance,Thriller,Crime,War,Mystery,Animation,Children,Horror,Musical,Documentary,IMAX,Western,Film-Noir,Ratings,Label
7995, Love Lasts Three Years (L'amour dure trois ans) (2011),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3
7996," Tall Man, The (2012)",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.8,1
7997, LOL (2012),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
7998, Rust and Bone (De rouille et d'os) (2012),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.3,3
7999, Marley (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.2,1
8000, Frankenweenie (2012),0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2.2,0
8001, Sinister (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.9,1
8002," Thing: Terror Takes Shape, The (1998)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.9,1
8003, Hotel Transylvania (2012),0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0
8004, Side by Side (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.3,1
8005, Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.3,0
8006, Argo (2012),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.1,3
8007, Seven Psychopaths (2012),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.7,3
8008, Liberal Arts (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1
8009, Catch .44 (2011),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.9,3
8010, [REC]³ 3 Génesis (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.2,0
8011, Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
8012, Paranormal Activity 4 (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.2,0
8013, Alex Cross (2012),1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,8.7,3
8014, Cloud Atlas (2012),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4,1
8015, 'Hellboy': The Seeds of Creation (2004),1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7,1
8016, Silent Hill: Revelation 3D (2012),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3.0,1
8017, Here Comes the Boom (2012),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,3
8018, Mental (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,1
8019, Killing Them Softly (2012),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4,0
8020," Imposter, The (2012)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0
8021," Sessions, The (Surrogate, The) (2012)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,2
8022, Smashed (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,1
8023, Wreck-It Ralph (2012),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.4,0
8024, Silver Linings Playbook (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1
8025, Flight (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,2
8026, Anna Karenina (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,3
8027, Life of Pi (2012),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8,1
8028," Man with the Iron Fists, The (2012)",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.1,2
8029," Bay, The (2012)",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.9,3
8030, Himizu (2011),0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0,0
8031, Jackass 3.5 (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1,2
8032, Indie Game: The Movie (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,3
8033," Batman: The Dark Knight Returns, Part 1 (2012)",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,0
8034, Lincoln (2012),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1
8035, Nature Calls (2012),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
8036, Vamps (2012),0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7.5,3
8037," Twilight Saga: Breaking Dawn - Part 2, The (2012)",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.6,3
8038, 10 Years (2011),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1
8039, Red Dawn (2012),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.6,1
8040, Rise of the Guardians (2012),0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,8.3,3
8041," Fantastic Fear of Everything, A (2012)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2
8042, Deadfall (2012),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.2,2
8043, Byzantium (2012),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,3
8044, Paperman (2012),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.3,0
8045," Fearless Hyena, The (Xiao quan guai zhao) (1979)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1
8046, Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,2
8047, Hitchcock (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1
8048, From Up on Poppy Hill (Kokuriko-zaka kara) (2011),0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.7,1
8049, Redline (2009),1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.2,0
8050, Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0,3
8051, My Lucky Stars (Fuk sing go jiu) (1985),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
8052," Money Money Money (L'aventure, c'est l'aventure) (1972)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,2
8053," Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
8054," Hobbit: An Unexpected Journey, The (2012)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.6,2
8055, Hyde Park on Hudson (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
8056, How to Make Love to a Woman (2010),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1
8057, Zero Dark Thirty (2012),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6,3
8058, Fire with Fire (2012),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8,1
8059, Warm Bodies (2013),0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1
8060, Wrong (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1
8061, Playing for Keeps (2012),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2
8062," Guilt Trip, The (2012)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2
8063, Jack Reacher (2012),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.2,0
8064, Django Unchained (2012),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.9,2
8065, This Is 40 (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
8066, I Bought a Vampire Motorcycle (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,1
8067, Ice Cream Man (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,3
8068," Impossible, The (Imposible, Lo) (2012)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,3
8069," Misérables, Les (2012)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6.6,2
8070, Campfire Tales (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,0
8071, Parental Guidance (2012),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1
8072, John Dies at the End (2012),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,3
8073," Misérables, Les (2000)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.3,2
8074, Promised Land (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
8075, English Vinglish (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,3
8076, Fish Story (Fisshu sutôrî) (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1
8077, Texas Chainsaw 3D (2013),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.6,0
8078, Gangster Squad (2013),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0
8079," Iceman, The (2012)",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.6,2
8080, It's Such a Beautiful Day (2012),0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.9,3
8081," Batman: The Dark Knight Returns, Part 2 (2013)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.8,2
8082, Everything or Nothing: The Untold Story of 007 (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,2
8083, Codependent Lesbian Space Alien Seeks Same (2011),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7,3
8084," Last Stand, The (2013)",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.5,3
8085, Upstream Color (2013),0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,3
8086, Shadow Dancer (2012),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.7,3
8087, Human Planet (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1
8088, Comme un chef (2012),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1
8089, Movie 43 (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
8090," Pervert's Guide to Ideology, The (2012)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.7,3
8091, Sightseers (2012),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,3
8092, Hansel & Gretel: Witch Hunters (2013),1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.2,2
8093, Jim Jefferies: Fully Functional (EPIX) (2012),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2
8094, Why Stop Now (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1
8095, Tabu (2012),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2
8096, Upside Down (2012),0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.9,3
8097," Liability, The (2012)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7,3
8098, Angst  (1983),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4,1
8099, Stand Up Guys (2012),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.2,3
8100, Side Effects (2013),0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.2,0
8101, Identity Thief (2013),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,3
8102," ABCs of Death, The (2012)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9,2
8103, Beautiful Creatures (2013),0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8,3
8104," Good Day to Die Hard, A (2013)",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2.0,0
8105, 21 and Over (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,2
8106, Safe Haven (2013),0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.5,2
8107, Frozen Planet (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8,1
8108," Act of Killing, The (2012)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.7,3
8109, Universal Soldier: Day of Reckoning (2012),1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.3,3
8110, Escape from Planet Earth (2013),0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0
8111, Before Midnight (2013),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
8112, Snitch (2013),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.3,3
8113, Dark Skies (2013),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.7,2
8114, Oh Boy (A Coffee in Berlin) (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0
8115, Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0
8116, Maniac Cop 2 (1990),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.0,3
8117, Jack the Giant Slayer (2013),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0
8118, Wadjda (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,3
8119," Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,3
8120," Legend of Sleepy Hollow, The (1949)",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,7.1,2
8121, G.I. Joe: Retaliation (2013),1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.9,3
8122, Stoker (2013),0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0
8123, Oz the Great and Powerful (2013),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.6,3
8124," Croods, The (2013)",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.8,3
8125," Incredible Burt Wonderstone, The (2013)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3
8126," Call, The (2013)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.2,3
8127, Olympus Has Fallen (2013),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7,1
8128," First Time, The (2012)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1
8129, Mezzo Forte (1998),1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,3
8130," Place Beyond the Pines, The (2012)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0
8131," Brass Teapot, The (2012)",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,3
8132, Phil Spector (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
8133," Host, The (2013)",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,2
8134, Admission (2013),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.3,3
8135, Evil Dead (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,2
8136, Trance (2013),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.8,2
8137," Perfect Plan, A (Plan parfait, Un) (2012)",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
8138, Oblivion (2013),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.8,3
8139, Dark Tide (2012),0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6,1
8140, 42 (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,2
8141, Wolf Children (Okami kodomo no ame to yuki) (2012),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.4,1
8142, Disconnect (2012),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3,2
8143," Invincible Iron Man, The (2007)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.1,3
8144, Yongary: Monster from the Deep (1967),0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0
8145, Pain & Gain (2013),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0
8146, Hulk Vs. (2009),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3,0
8147, Resolution (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.3,1
8148, Grabbers (2012),0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,2
8149, Justice League: Doom (2012) ,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.1,3
8150," Grandmaster, The (Yi dai zong shi) (2013)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,2
8151, This Is the End (2013),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,3
8152, Iron Man 3 (2013),1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.2,2
8153," English Teacher, The (2013)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,3
8154, Mud (2012),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3,2
8155, Bill Hicks: Revelations (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
8156, Pawn (2013),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.3,2
8157, Shaolin Temple (Shao Lin si) (1976),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
8158, Syrup (2013),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,3
8159," Great Gatsby, The (2013)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,2
8160, Star Trek Into Darkness (2013),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.4,3
8161," Internship, The (2013)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,2
8162, Darkon (2006),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.3,2
8163, Mimino (1977),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,3
8164, Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,3
8165, Only God Forgives (2013),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,1
8166," Hangover Part III, The (2013)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,3
8167," Fast & Furious 6 (Fast and the Furious 6, The) (2013)",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8.3,3
8168, Epic (2013),0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,0
8169, Captain America (1979),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,3
8170, Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3,0
8171," Rink, The (1916)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
8172, Captain America II: Death Too Soon (1979),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.4,3
8173, Down Terrace (2009),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.5,3
8174, Frances Ha (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,3
8175," Lords of Salem, The (2012)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.1,0
8176, Behind the Candelabra (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2
8177, As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.9,2
8178, With Great Power: The Stan Lee Story (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1,1
8179, After Earth (2013),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2,2
8180, Now You See Me (2013),0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.9,1
8181, Inhuman Resources (Redd Inc.) (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.1,0
8182," Way, Way Back, The (2013)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
8183, Much Ado About Nothing (2012),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1
8184, Man of Steel (2013),1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.5,3
8185," Kings of Summer, The (2013)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,3
8186," Purge, The (2013)",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2.9,1
8187, Rapture-Palooza (2013),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,3
8188, 20 Feet from Stardom (Twenty Feet from Stardom) (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4,1
8189," Bling Ring, The (2013)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3,2
8190, Monsters University (2013),0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0
8191, Schlussmacher (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,2
8192, Fullmetal Alchemist: The Sacred Star of Milos (2011),1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.1,1
8193, Maniac (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.5,3
8194, Not Suitable for Children (2012),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.4,2
8195, Pacific Rim (2013),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.4,3
8196, LEGO Batman: The Movie - DC Heroes Unite (2013),1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.9,3
8197," Best Offer, The (Migliore offerta, La) (2013)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.8,3
8198, Adam and Eve (National Lampoon's Adam & Eve) (2005),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1
8199, World War Z (2013),1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.6,2
8200, Elysium (2013),1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7,0
8201, Despicable Me 2 (2013),0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,8.0,3
8202, White House Down (2013),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.0,3
8203," World's End, The (2013)",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,2
8204, Redemption (Hummingbird) (2013),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.4,2
8205," Heat, The (2013)",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
8206," Lone Ranger, The (2013)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.0,1
8207, Passion (2012),0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.6,0
8208, V/H/S/2 (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.1,0
8209," Knot, The (2012)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0
8210, The Spectacular Now (2013),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,2
8211," Lifeguard, The (2013)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2
8212, Sharknado (2013),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
8213, Craig Ferguson: I'm Here To Help (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2,2
8214, Stuck in Love (2012),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.3,3
8215, Class Act (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
8216, Fruitvale Station (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2
8217, R.I.P.D. (2013),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
8218," Field in England, A (2013)",0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.2,0
8219," Conjuring, The (2013)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0
8220, Turbo (2013),0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2.9,1
